geneID M6_C M6_C M6_C M6_F M6_F M6_F
Dgal_TRINITY.DN148.c0.g1.i1 2 0 0 4 0 0
Dgal_TRINITY.DN148.c0.g2.i1 28 16 12 16 10 8
Dgal_TRINITY.DN14900.c0.g1.i1 36460 35972 34788 36012 37534 47790
Dgal_TRINITY.DN14901.c0.g1.i1 2312 2136 2154 2190 2220 2750
Dgal_TRINITY.DN14902.c0.g1.i1 1780 1956 2006 1822 2050 2206
Dgal_TRINITY.DN14902.c0.g2.i1 12 14 8 6 12 8
Dgal_TRINITY.DN14902.c0.g2.i2 132 176 126 128 176 196
Dgal_TRINITY.DN14903.c0.g1.i1 20 10 20 18 12 16
Dgal_TRINITY.DN14903.c0.g1.i2 5554 5778 5444 5790 5856 6690
Dgal_TRINITY.DN14904.c0.g1.i2 1150 952 1042 1062 1086 1442
Dgal_TRINITY.DN14905.c0.g1.i1 30 14 16 22 26 16
Dgal_TRINITY.DN14905.c0.g1.i5 146 142 176 160 152 218
Dgal_TRINITY.DN14905.c0.g1.i6 14 38 36 16 16 18
Dgal_TRINITY.DN14905.c1.g1.i3 118 202 186 214 134 180
Dgal_TRINITY.DN14905.c1.g2.i1 18 6 14 2 12 6
Dgal_TRINITY.DN14905.c1.g3.i1 2 0 0 0 0 0
Dgal_TRINITY.DN14905.c2.g1.i2 4 2 8 2 6 12
Dgal_TRINITY.DN14905.c2.g1.i4 14 30 14 6 4 6
Dgal_TRINITY.DN14905.c2.g1.i7 8 10 12 10 4 12
Dgal_TRINITY.DN14905.c2.g1.i8 4 2 8 2 2 4
Dgal_TRINITY.DN14905.c2.g3.i1 6 14 6 10 14 8
Dgal_TRINITY.DN14905.c2.g4.i1 2 0 0 0 0 0
Dgal_TRINITY.DN14905.c3.g1.i3 452 426 436 394 442 582
Dgal_TRINITY.DN14906.c0.g1.i1 2282 2030 2274 2186 2620 2740
Dgal_TRINITY.DN14906.c1.g1.i1 910 802 900 818 898 1080
Dgal_TRINITY.DN14906.c2.g1.i1 76 58 86 80 102 98
Dgal_TRINITY.DN14907.c0.g1.i1 1206 868 1098 1008 1232 1462
Dgal_TRINITY.DN14908.c0.g1.i1 2 0 0 6 8 0
Dgal_TRINITY.DN14908.c0.g1.i2 0 2 2 2 0 2
Dgal_TRINITY.DN14908.c0.g1.i5 26 24 40 26 46 20
Dgal_TRINITY.DN14908.c0.g1.i6 14 6 4 14 4 6
Dgal_TRINITY.DN14908.c0.g2.i1 144 126 152 152 134 164
Dgal_TRINITY.DN14909.c0.g1.i1 954 962 970 984 1056 1200
Dgal_TRINITY.DN1490.c0.g2.i1 24 34 20 10 30 20
Dgal_TRINITY.DN14910.c0.g1.i1 1704 1804 1790 1642 1646 2008
Dgal_TRINITY.DN14910.c0.g2.i1 66 54 32 70 54 66
Dgal_TRINITY.DN14910.c0.g3.i1 14 20 24 8 22 22
Dgal_TRINITY.DN14911.c0.g1.i1 3916 3450 3432 3868 4186 4678
Dgal_TRINITY.DN14912.c0.g1.i1 7778 7450 7558 7426 7850 9512
Dgal_TRINITY.DN14913.c0.g1.i1 3512 2870 3428 3350 3756 4612
Dgal_TRINITY.DN14913.c1.g1.i1 2 6 2 2 2 2
Dgal_TRINITY.DN14914.c0.g1.i1 3806 3892 3616 3592 3732 4326
Dgal_TRINITY.DN14915.c0.g1.i1 18 14 14 12 26 18
Dgal_TRINITY.DN14915.c0.g1.i3 542 564 454 582 632 686
Dgal_TRINITY.DN14915.c0.g3.i1 128 100 90 80 102 132
Dgal_TRINITY.DN14916.c0.g1.i2 74 68 80 76 68 104
Dgal_TRINITY.DN14916.c0.g1.i4 88 68 90 62 62 108
Dgal_TRINITY.DN14917.c0.g1.i1 0 2 0 0 0 0
Dgal_TRINITY.DN14917.c0.g1.i2 0 0 0 0 0 0
Dgal_TRINITY.DN14917.c0.g1.i3 0 0 0 0 0 0
Dgal_TRINITY.DN14917.c0.g1.i5 0 0 0 0 0 0
Dgal_TRINITY.DN14917.c0.g1.i6 0 0 0 0 0 0
Dgal_TRINITY.DN14917.c0.g1.i7 0 0 0 0 0 0
Dgal_TRINITY.DN14917.c0.g1.i8 0 0 0 0 0 0
Dgal_TRINITY.DN14918.c0.g1.i1 4 4 4 22 2 14
Dgal_TRINITY.DN14918.c0.g2.i1 8 10 6 30 12 18
Dgal_TRINITY.DN14918.c0.g2.i2 0 0 0 0 0 0
Dgal_TRINITY.DN14918.c0.g2.i5 16 30 16 32 14 14
Dgal_TRINITY.DN14918.c0.g3.i1 2 2 2 8 0 6
Dgal_TRINITY.DN14918.c1.g1.i1 58 46 54 40 46 54
Dgal_TRINITY.DN14918.c2.g1.i1 6 6 4 6 2 4
Dgal_TRINITY.DN14919.c0.g1.i11 68 52 50 62 82 80
Dgal_TRINITY.DN14919.c0.g1.i4 2 2 0 0 2 0
Dgal_TRINITY.DN14919.c0.g1.i8 16 8 4 10 26 18
Dgal_TRINITY.DN1491.c0.g1.i1 14 16 20 20 20 22
Dgal_TRINITY.DN14920.c0.g2.i1 172 210 192 170 212 232
Dgal_TRINITY.DN14920.c0.g3.i1 17368 18238 17138 16540 17706 20028
Dgal_TRINITY.DN14921.c0.g1.i3 174 136 378 136 280 290
Dgal_TRINITY.DN14921.c0.g1.i4 6 4 10 6 4 6
Dgal_TRINITY.DN14922.c0.g1.i1 790 700 638 620 790 898
Dgal_TRINITY.DN14923.c0.g1.i1 438 330 520 798 764 862
Dgal_TRINITY.DN14924.c0.g1.i1 6 2 2 6 8 6
Dgal_TRINITY.DN14924.c0.g1.i3 148 184 206 234 192 218
Dgal_TRINITY.DN14925.c0.g1.i1 1792 1796 1774 1708 1726 2122
Dgal_TRINITY.DN14926.c0.g1.i1 1666 1128 1362 1320 2492 3418
Dgal_TRINITY.DN14926.c0.g1.i3 148 96 142 114 190 284
Dgal_TRINITY.DN14926.c0.g1.i5 72 18 40 40 66 110
Dgal_TRINITY.DN14926.c0.g1.i7 114 114 98 114 224 292
Dgal_TRINITY.DN14926.c0.g2.i1 11612 7290 9884 7960 10452 15890
Dgal_TRINITY.DN14927.c0.g1.i2 0 0 6 0 0 0
Dgal_TRINITY.DN14927.c0.g1.i3 6 6 10 12 12 8
Dgal_TRINITY.DN14927.c0.g2.i1 14 18 20 14 18 12
Dgal_TRINITY.DN14927.c0.g3.i1 4 2 2 2 6 2
Dgal_TRINITY.DN14927.c0.g3.i4 0 0 0 0 0 0
Dgal_TRINITY.DN14927.c0.g3.i6 58 70 56 70 54 52
Dgal_TRINITY.DN14928.c0.g1.i1 38 24 34 26 22 34
Dgal_TRINITY.DN14928.c1.g1.i1 552 802 646 600 618 662
Dgal_TRINITY.DN14928.c2.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN14928.c2.g1.i2 0 0 0 0 0 0
Dgal_TRINITY.DN14928.c2.g1.i3 12 38 22 16 24 30
Dgal_TRINITY.DN14928.c2.g1.i5 4 2 4 6 8 4
Dgal_TRINITY.DN14928.c2.g1.i6 8 2 8 2 8 14
Dgal_TRINITY.DN14928.c2.g1.i7 0 0 0 0 0 0
Dgal_TRINITY.DN14928.c2.g1.i8 0 0 0 0 0 0
Dgal_TRINITY.DN14928.c2.g1.i9 0 2 6 6 0 12
Dgal_TRINITY.DN14928.c3.g1.i1 70 94 76 58 70 104
Dgal_TRINITY.DN14929.c0.g1.i1 33138 44630 39098 40646 36610 42884
Dgal_TRINITY.DN1492.c0.g1.i1 22 28 10 32 28 36
Dgal_TRINITY.DN14930.c0.g1.i4 402 486 514 458 528 672
Dgal_TRINITY.DN14931.c0.g1.i1 2 0 0 0 0 0
Dgal_TRINITY.DN14931.c0.g1.i2 46 62 38 40 34 62
Dgal_TRINITY.DN14932.c0.g1.i1 1384 1662 1606 1412 1516 1802
Dgal_TRINITY.DN14933.c0.g2.i1 342 264 374 376 350 502
Dgal_TRINITY.DN14934.c0.g1.i1 1940 2134 2336 2380 2670 2896
Dgal_TRINITY.DN14935.c0.g1.i1 6 16 6 12 12 14
Dgal_TRINITY.DN14935.c0.g2.i2 666 596 500 650 566 894
Dgal_TRINITY.DN14935.c0.g2.i6 0 0 0 2 2 4
Dgal_TRINITY.DN14936.c0.g1.i1 6 6 6 10 10 12
Dgal_TRINITY.DN14936.c0.g1.i2 1422 1340 1536 1516 1606 1822
Dgal_TRINITY.DN14937.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN14937.c0.g1.i2 0 0 0 0 0 0
Dgal_TRINITY.DN14937.c0.g1.i3 20 10 4 10 2 16
Dgal_TRINITY.DN14937.c0.g1.i4 0 0 2 4 0 0
Dgal_TRINITY.DN14937.c0.g1.i5 68 48 68 60 74 64
Dgal_TRINITY.DN14937.c0.g1.i6 0 0 0 2 0 0
Dgal_TRINITY.DN14937.c0.g1.i7 0 0 0 0 0 0
Dgal_TRINITY.DN14937.c0.g1.i8 4 4 0 4 8 6
Dgal_TRINITY.DN14938.c0.g1.i1 5734 5614 5796 5616 6388 7300
Dgal_TRINITY.DN14938.c1.g1.i1 3522 3324 3430 3066 3320 3878
Dgal_TRINITY.DN14938.c2.g1.i1 10 30 60 26 40 38
Dgal_TRINITY.DN14939.c0.g1.i1 1536 1506 1100 1450 1688 1842
Dgal_TRINITY.DN1493.c0.g1.i1 12 28 24 12 42 52
Dgal_TRINITY.DN14940.c0.g1.i2 770 810 738 764 722 930
Dgal_TRINITY.DN14940.c0.g2.i1 4 2 0 2 4 2
Dgal_TRINITY.DN14941.c0.g1.i1 22 16 28 14 6 6
Dgal_TRINITY.DN14941.c0.g1.i3 54 56 54 64 48 74
Dgal_TRINITY.DN14942.c0.g1.i1 16 2 6 8 4 12
Dgal_TRINITY.DN14942.c0.g2.i10 0 10 6 2 6 8
Dgal_TRINITY.DN14942.c0.g2.i13 0 0 0 0 0 0
Dgal_TRINITY.DN14942.c0.g2.i14 8 4 6 6 0 6
Dgal_TRINITY.DN14942.c0.g2.i17 0 0 0 0 0 0
Dgal_TRINITY.DN14942.c0.g2.i18 38 54 26 38 46 40
Dgal_TRINITY.DN14942.c0.g2.i2 0 0 0 0 0 0
Dgal_TRINITY.DN14942.c0.g2.i4 0 0 0 0 0 0
Dgal_TRINITY.DN14942.c0.g2.i5 14 4 12 10 6 14
Dgal_TRINITY.DN14942.c0.g2.i6 6 8 4 0 0 4
Dgal_TRINITY.DN14943.c0.g1.i3 184 108 218 164 142 196
Dgal_TRINITY.DN14943.c1.g2.i1 218 282 208 216 210 296
Dgal_TRINITY.DN14943.c2.g1.i1 2018 2550 2154 2392 2358 2942
Dgal_TRINITY.DN14944.c0.g2.i1 266 404 352 284 330 354
Dgal_TRINITY.DN14944.c0.g2.i2 2 0 0 0 0 4
Dgal_TRINITY.DN14944.c0.g3.i1 328 256 316 386 366 490
Dgal_TRINITY.DN14945.c1.g2.i1 2206 2404 2532 2510 2772 3010
Dgal_TRINITY.DN14945.c2.g1.i2 22 24 34 18 10 30
Dgal_TRINITY.DN14945.c2.g1.i3 50 22 46 32 42 30
Dgal_TRINITY.DN14945.c2.g2.i1 90 44 80 54 92 98
Dgal_TRINITY.DN14945.c2.g2.i2 2 10 2 6 0 6
Dgal_TRINITY.DN14945.c2.g2.i3 0 0 6 8 2 12
Dgal_TRINITY.DN14945.c2.g2.i4 2 2 0 0 0 0
Dgal_TRINITY.DN14945.c2.g2.i5 16 28 30 12 22 30
Dgal_TRINITY.DN14945.c2.g2.i6 8 12 12 8 4 4
Dgal_TRINITY.DN14945.c2.g3.i1 20 8 14 12 12 22
Dgal_TRINITY.DN14945.c2.g5.i1 18 14 26 34 24 14
Dgal_TRINITY.DN14945.c2.g7.i1 158 140 128 166 164 206
Dgal_TRINITY.DN14945.c2.g7.i2 42 40 36 46 36 48
Dgal_TRINITY.DN14946.c0.g1.i2 3234 3542 3308 3196 3340 4234
Dgal_TRINITY.DN14947.c0.g2.i1 14 36 36 38 54 44
Dgal_TRINITY.DN14947.c0.g3.i1 20 44 16 26 24 18
Dgal_TRINITY.DN14948.c0.g1.i1 66 72 56 46 44 62
Dgal_TRINITY.DN14948.c0.g1.i2 2 8 2 4 2 2
Dgal_TRINITY.DN14949.c0.g1.i1 98 120 122 148 122 126
Dgal_TRINITY.DN14949.c0.g2.i1 50 42 70 66 58 78
Dgal_TRINITY.DN1494.c0.g1.i1 160 174 180 102 172 136
Dgal_TRINITY.DN14950.c0.g1.i1 0 0 4 2 0 0
Dgal_TRINITY.DN14950.c0.g2.i1 126 204 230 138 214 214
Dgal_TRINITY.DN14950.c0.g3.i1 10 8 8 8 12 22
Dgal_TRINITY.DN14951.c0.g1.i1 58 66 52 66 34 88
Dgal_TRINITY.DN14951.c0.g1.i2 280 304 256 340 326 346
Dgal_TRINITY.DN14952.c0.g1.i1 198 278 324 340 268 282
Dgal_TRINITY.DN14953.c0.g1.i1 436 544 440 470 464 596
Dgal_TRINITY.DN14954.c0.g1.i3 4 2 2 0 6 2
Dgal_TRINITY.DN14954.c0.g1.i4 34 48 50 32 54 42
Dgal_TRINITY.DN14955.c0.g1.i1 2380 2552 2574 2496 2560 2954
Dgal_TRINITY.DN14956.c0.g1.i4 34 18 42 32 50 48
Dgal_TRINITY.DN14956.c0.g1.i5 2 2 10 0 6 6
Dgal_TRINITY.DN14956.c0.g1.i8 26 30 26 20 26 42
Dgal_TRINITY.DN14956.c0.g2.i1 240 270 296 360 330 292
Dgal_TRINITY.DN14956.c1.g1.i1 0 6 6 6 2 6
Dgal_TRINITY.DN14957.c0.g1.i1 206 988 1140 1756 768 964
Dgal_TRINITY.DN14958.c0.g1.i1 9440 11792 12168 13280 11294 11200
Dgal_TRINITY.DN14959.c0.g1.i1 3066 3192 3144 3004 3094 3686
Dgal_TRINITY.DN1495.c0.g1.i1 1168 1022 918 1420 1152 1680
Dgal_TRINITY.DN14960.c1.g1.i1 36860 15714 20964 40090 34510 36658
Dgal_TRINITY.DN14960.c1.g1.i2 0 0 6 12 8 0
Dgal_TRINITY.DN14960.c1.g1.i4 57838 33580 30856 52316 54812 53668
Dgal_TRINITY.DN14961.c0.g1.i1 673092 726772 618386 732256 722360 792104
Dgal_TRINITY.DN14962.c0.g1.i1 3724 4308 4000 4246 3966 4640
Dgal_TRINITY.DN14963.c0.g1.i1 94 100 124 114 96 126
Dgal_TRINITY.DN14963.c0.g1.i2 76 76 66 56 90 94
Dgal_TRINITY.DN14964.c1.g1.i1 124 196 126 170 216 210
Dgal_TRINITY.DN14965.c0.g1.i1 18 16 12 8 10 8
Dgal_TRINITY.DN14965.c0.g1.i2 12 6 12 8 14 18
Dgal_TRINITY.DN14965.c0.g2.i1 174 188 164 128 146 202
Dgal_TRINITY.DN14965.c0.g3.i1 0 0 0 0 2 0
Dgal_TRINITY.DN14965.c1.g1.i1 24 36 20 24 22 38
Dgal_TRINITY.DN14966.c0.g1.i2 1364 1298 1352 1620 1586 1608
Dgal_TRINITY.DN14967.c0.g1.i1 210 244 346 260 210 240
Dgal_TRINITY.DN14967.c0.g1.i2 36 18 34 20 14 26
Dgal_TRINITY.DN14968.c0.g2.i1 2570 2246 2404 2450 2694 3106
Dgal_TRINITY.DN14969.c0.g1.i1 140 804 1016 820 590 834
Dgal_TRINITY.DN14969.c0.g1.i2 0 24 6 0 18 6
Dgal_TRINITY.DN14969.c0.g1.i3 72 208 172 122 166 118
Dgal_TRINITY.DN1496.c0.g1.i1 34 34 26 28 34 34
Dgal_TRINITY.DN14970.c0.g1.i2 5142 5204 5046 5152 5520 6966
Dgal_TRINITY.DN14971.c0.g1.i3 4 14 4 4 10 8
Dgal_TRINITY.DN14971.c0.g1.i4 1952 2200 2070 2032 2200 2474
Dgal_TRINITY.DN14971.c0.g2.i1 38 12 30 26 22 36
Dgal_TRINITY.DN14972.c0.g1.i1 2438 1870 2182 1992 3240 4406
Dgal_TRINITY.DN14973.c0.g1.i1 744 824 808 692 684 1000
Dgal_TRINITY.DN14974.c0.g1.i2 768 686 752 782 882 994
Dgal_TRINITY.DN14974.c0.g2.i1 2 12 2 4 10 10
Dgal_TRINITY.DN14975.c0.g1.i2 678 1432 1132 846 1526 1250
Dgal_TRINITY.DN14976.c0.g1.i1 2 14 6 16 6 16
Dgal_TRINITY.DN14976.c1.g1.i1 1394 1718 1342 1702 1424 2184
Dgal_TRINITY.DN14977.c0.g1.i1 22 28 24 28 40 36
Dgal_TRINITY.DN14977.c0.g1.i2 60 62 62 46 74 76
Dgal_TRINITY.DN14977.c0.g2.i12 0 0 0 0 0 0
Dgal_TRINITY.DN14977.c0.g2.i1 32 32 34 18 26 28
Dgal_TRINITY.DN14977.c0.g2.i3 0 0 0 0 0 0
Dgal_TRINITY.DN14977.c0.g2.i6 6 4 12 2 2 2
Dgal_TRINITY.DN14977.c0.g2.i7 0 0 0 0 0 0
Dgal_TRINITY.DN14978.c0.g1.i1 19638 28400 24208 25218 22332 26686
Dgal_TRINITY.DN14979.c0.g1.i1 1424 1334 1330 1392 1640 1832
Dgal_TRINITY.DN1497.c0.g1.i1 18 18 14 42 8 8
Dgal_TRINITY.DN14980.c0.g1.i1 294 242 246 256 286 332
Dgal_TRINITY.DN14980.c0.g1.i3 10 4 12 8 0 4
Dgal_TRINITY.DN14981.c0.g1.i1 80 98 96 96 86 104
Dgal_TRINITY.DN14981.c0.g1.i2 2 12 0 2 0 2
Dgal_TRINITY.DN14982.c0.g1.i1 594 620 734 446 806 1094
Dgal_TRINITY.DN14982.c0.g1.i2 14 28 30 12 12 22
Dgal_TRINITY.DN14982.c0.g1.i4 36 20 26 4 38 66
Dgal_TRINITY.DN14983.c0.g1.i1 328 264 270 292 264 346
Dgal_TRINITY.DN14984.c0.g1.i1 150 298 304 278 164 196
Dgal_TRINITY.DN14985.c0.g1.i1 106 108 120 132 104 168
Dgal_TRINITY.DN14986.c0.g1.i1 1392 1140 1236 1334 1340 1796
Dgal_TRINITY.DN14986.c1.g1.i2 470 492 454 540 540 676
Dgal_TRINITY.DN14986.c2.g1.i1 7682 6338 6430 7422 7146 8828
Dgal_TRINITY.DN14987.c0.g1.i1 1082 3056 3166 2380 650 1114
Dgal_TRINITY.DN14987.c0.g2.i2 1058 3530 3276 2650 642 1118
Dgal_TRINITY.DN14987.c0.g3.i1 38 178 144 120 28 58
Dgal_TRINITY.DN14987.c0.g3.i2 470 1440 1452 1090 276 456
Dgal_TRINITY.DN14988.c0.g1.i1 118 86 78 70 130 98
Dgal_TRINITY.DN14988.c0.g1.i2 126 116 92 144 120 134
Dgal_TRINITY.DN14989.c0.g1.i1 6 0 4 6 2 6
Dgal_TRINITY.DN14989.c0.g2.i1 0 2 4 0 8 4
Dgal_TRINITY.DN14989.c0.g3.i1 6 2 4 12 0 12
Dgal_TRINITY.DN14989.c0.g4.i1 2 0 0 2 6 6
Dgal_TRINITY.DN14989.c0.g5.i1 6 4 10 2 8 20
Dgal_TRINITY.DN14989.c0.g5.i2 0 0 0 0 0 0
Dgal_TRINITY.DN14989.c0.g5.i3 0 0 4 0 8 4
Dgal_TRINITY.DN14989.c0.g5.i4 0 0 0 0 0 0
Dgal_TRINITY.DN1498.c0.g2.i1 2 0 2 2 2 4
Dgal_TRINITY.DN14990.c0.g1.i1 0 0 6 6 4 4
Dgal_TRINITY.DN14990.c0.g1.i2 2 16 20 24 18 12
Dgal_TRINITY.DN14990.c0.g1.i3 50 60 64 56 52 90
Dgal_TRINITY.DN14990.c0.g1.i4 42 24 34 26 38 38
Dgal_TRINITY.DN14991.c0.g1.i1 3076 2776 2958 3174 3752 4324
Dgal_TRINITY.DN14992.c0.g1.i1 16 8 2 4 12 4
Dgal_TRINITY.DN14992.c0.g1.i2 114 190 150 174 94 164
Dgal_TRINITY.DN14992.c1.g1.i1 1652 4132 4306 2698 2434 2710
Dgal_TRINITY.DN14993.c0.g1.i2 1208 1122 1164 1146 1206 1542
Dgal_TRINITY.DN14993.c0.g1.i3 82 102 86 106 122 120
Dgal_TRINITY.DN14994.c0.g1.i1 3686 4112 3584 3420 3204 3830
Dgal_TRINITY.DN14995.c0.g1.i1 1476 1956 1808 1824 1650 1776
Dgal_TRINITY.DN14996.c0.g1.i3 640 468 626 552 392 1150
Dgal_TRINITY.DN14996.c0.g1.i4 94 112 114 118 76 216
Dgal_TRINITY.DN14997.c0.g1.i1 554 682 582 542 556 678
Dgal_TRINITY.DN14997.c1.g1.i3 276 288 262 238 276 296
Dgal_TRINITY.DN14997.c1.g1.i4 50 26 30 36 70 56
Dgal_TRINITY.DN14998.c0.g1.i1 20 8 36 12 28 18
Dgal_TRINITY.DN14998.c0.g1.i2 16 24 14 20 16 32
Dgal_TRINITY.DN14998.c0.g2.i1 220 418 338 314 286 294
Dgal_TRINITY.DN14999.c0.g1.i1 1222 834 932 960 1062 1426
Dgal_TRINITY.DN14999.c0.g1.i3 388 358 370 428 372 606
Dgal_TRINITY.DN1499.c0.g1.i1 12 4 0 4 0 2
Dgal_TRINITY.DN149.c0.g2.i1 118 144 138 144 108 140
Dgal_TRINITY.DN14.c0.g1.i1 0 2 0 0 0 0
Dgal_TRINITY.DN14.c0.g2.i1 2 4 0 0 2 2
Dgal_TRINITY.DN15000.c0.g1.i1 1734 1540 1358 1344 1456 1182
Dgal_TRINITY.DN15001.c0.g1.i1 30 132 178 314 80 154
Dgal_TRINITY.DN15001.c0.g1.i2 70 590 682 1148 448 582
Dgal_TRINITY.DN15002.c1.g3.i1 596 532 544 542 600 646
Dgal_TRINITY.DN15002.c1.g4.i2 110 74 78 36 94 126
Dgal_TRINITY.DN15002.c1.g4.i3 990 816 658 616 932 1012
Dgal_TRINITY.DN15002.c1.g4.i6 306 246 232 232 248 304
Dgal_TRINITY.DN15002.c1.g5.i2 2 2 2 2 2 4
Dgal_TRINITY.DN15003.c0.g1.i1 16 32 34 22 18 20
Dgal_TRINITY.DN15003.c0.g1.i2 32 22 16 18 6 14
Dgal_TRINITY.DN15003.c0.g1.i3 26 48 66 44 50 48
Dgal_TRINITY.DN15004.c0.g1.i1 12214 10174 9724 10480 10558 9778
Dgal_TRINITY.DN15005.c0.g1.i1 17336 15938 16808 17128 17826 20598
Dgal_TRINITY.DN15006.c0.g1.i1 152 1108 1380 2870 504 936
Dgal_TRINITY.DN15006.c0.g1.i2 2852 9494 10320 7826 1652 3380
Dgal_TRINITY.DN15006.c0.g3.i1 3378 2648 2784 3254 3274 4280
Dgal_TRINITY.DN15007.c0.g1.i1 84 74 116 90 76 66
Dgal_TRINITY.DN15007.c0.g2.i1 526 560 710 650 654 636
Dgal_TRINITY.DN15008.c0.g1.i1 630 574 616 606 762 798
Dgal_TRINITY.DN15009.c0.g1.i3 2532 2218 2708 2096 2462 3800
Dgal_TRINITY.DN15009.c0.g1.i4 3016 2538 3178 2510 2728 4282
Dgal_TRINITY.DN1500.c0.g1.i1 622 612 616 628 570 888
Dgal_TRINITY.DN15010.c0.g1.i1 342 740 538 590 572 872
Dgal_TRINITY.DN15011.c0.g1.i1 30332 30062 29618 30720 31656 36274
Dgal_TRINITY.DN15012.c0.g1.i2 122 98 122 82 108 160
Dgal_TRINITY.DN15012.c0.g1.i3 92 108 126 124 106 158
Dgal_TRINITY.DN15013.c0.g1.i1 612 550 630 622 634 736
Dgal_TRINITY.DN15014.c0.g1.i1 29744 29652 25942 26680 26368 30954
Dgal_TRINITY.DN15015.c0.g1.i1 16 36 18 20 28 22
Dgal_TRINITY.DN15015.c0.g3.i5 40 36 16 34 24 62
Dgal_TRINITY.DN15015.c0.g3.i8 2 0 0 0 4 4
Dgal_TRINITY.DN15016.c2.g10.i11 6 16 16 10 6 12
Dgal_TRINITY.DN15016.c2.g10.i14 12 14 6 10 4 14
Dgal_TRINITY.DN15016.c2.g10.i16 6 0 0 0 2 2
Dgal_TRINITY.DN15016.c2.g10.i5 30 14 30 24 12 32
Dgal_TRINITY.DN15016.c2.g10.i6 18 36 22 28 36 22
Dgal_TRINITY.DN15016.c2.g10.i8 34 18 12 18 12 16
Dgal_TRINITY.DN15016.c2.g11.i1 4 2 18 6 6 8
Dgal_TRINITY.DN15016.c2.g12.i1 14 2 6 8 2 16
Dgal_TRINITY.DN15016.c2.g3.i2 2 6 2 2 0 6
Dgal_TRINITY.DN15016.c2.g4.i1 6 4 4 8 2 6
Dgal_TRINITY.DN15016.c2.g6.i2 66 48 56 86 80 56
Dgal_TRINITY.DN15016.c2.g7.i1 56 56 38 52 50 68
Dgal_TRINITY.DN15016.c2.g7.i3 0 0 0 0 0 0
Dgal_TRINITY.DN15016.c2.g8.i1 4 8 2 8 10 6
Dgal_TRINITY.DN15016.c2.g9.i1 4 14 4 6 2 6
Dgal_TRINITY.DN15017.c0.g1.i1 370 316 318 486 378 582
Dgal_TRINITY.DN15018.c1.g1.i2 494 564 544 326 422 508
Dgal_TRINITY.DN15018.c1.g2.i1 2 0 8 2 0 2
Dgal_TRINITY.DN15018.c1.g2.i2 14 20 16 16 14 44
Dgal_TRINITY.DN15018.c2.g2.i1 9326 10796 9492 9516 10662 14932
Dgal_TRINITY.DN15018.c2.g3.i1 1698 2068 1720 1784 1890 2764
Dgal_TRINITY.DN15018.c2.g6.i1 4140 4160 4454 4206 4436 6774
Dgal_TRINITY.DN15019.c0.g1.i1 18 20 16 22 12 22
Dgal_TRINITY.DN15019.c1.g1.i1 1650 1498 1684 1746 1564 2756
Dgal_TRINITY.DN15019.c1.g2.i1 338 392 320 354 356 506
Dgal_TRINITY.DN1501.c0.g1.i1 0 2 10 10 10 4
Dgal_TRINITY.DN15020.c0.g1.i1 998 894 964 1078 1142 1496
Dgal_TRINITY.DN15020.c0.g2.i1 1930 1708 2052 2166 2306 2736
Dgal_TRINITY.DN15021.c0.g1.i1 24 12 12 14 18 16
Dgal_TRINITY.DN15021.c0.g1.i4 440 440 398 430 402 494
Dgal_TRINITY.DN15021.c0.g1.i5 136 208 132 134 160 224
Dgal_TRINITY.DN15021.c0.g1.i9 0 0 0 0 2 2
Dgal_TRINITY.DN15022.c0.g1.i1 346 422 540 276 454 520
Dgal_TRINITY.DN15023.c0.g1.i1 2742 2362 2478 2278 2800 2962
Dgal_TRINITY.DN15024.c0.g1.i3 168 184 194 162 158 230
Dgal_TRINITY.DN15024.c0.g1.i4 226 238 226 204 206 262
Dgal_TRINITY.DN15025.c1.g1.i1 116 140 124 96 152 172
Dgal_TRINITY.DN15025.c1.g1.i2 40 20 14 18 22 28
Dgal_TRINITY.DN15025.c1.g1.i3 308 230 238 204 282 298
Dgal_TRINITY.DN15025.c1.g1.i4 22 6 4 16 10 6
Dgal_TRINITY.DN15025.c1.g1.i5 4 2 6 2 2 0
Dgal_TRINITY.DN15026.c0.g1.i1 58 48 62 50 64 92
Dgal_TRINITY.DN15026.c0.g2.i1 912 972 1044 910 1108 1348
Dgal_TRINITY.DN15026.c1.g1.i10 0 0 0 0 0 0
Dgal_TRINITY.DN15026.c1.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN15026.c1.g1.i2 0 0 0 0 0 0
Dgal_TRINITY.DN15026.c1.g1.i3 0 0 0 0 0 0
Dgal_TRINITY.DN15026.c1.g1.i4 0 0 0 0 0 0
Dgal_TRINITY.DN15026.c2.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN15027.c0.g1.i2 144 182 180 174 156 220
Dgal_TRINITY.DN15027.c0.g1.i3 150 144 148 148 138 174
Dgal_TRINITY.DN15028.c0.g1.i1 266 332 286 324 330 346
Dgal_TRINITY.DN15029.c0.g1.i1 190 250 218 186 232 236
Dgal_TRINITY.DN15029.c0.g1.i2 298 422 348 344 312 428
Dgal_TRINITY.DN1502.c0.g2.i1 24 18 10 10 14 6
Dgal_TRINITY.DN15030.c0.g1.i1 3566 3814 4064 4062 3794 4106
Dgal_TRINITY.DN15031.c0.g1.i1 68 88 54 74 106 114
